Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Generation
40,5,0.6,7.7,4.2,6.5,2.61,Low,GenZ
41,8.3,0.9,8.6,1.4,4.8,3.48,High,GenZ
42,8.2,3.4,8.3,2.3,1.8,3.07,High,GenZ
43,5.5,1.5,6.3,1.5,9.2,2.81,Low,GenZ
44,9.5,2.5,9,1.5,1.5,3.49,High,GenZ
45,7.9,2,6,4.3,3.8,2.97,Moderate,GenZ
46,9.7,3.8,9.6,0.3,0.6,3.55,High,GenZ
47,5.1,3.7,7.1,5.8,2.3,2.6,Low,GenZ
48,9.3,1.3,5.8,3.3,4.3,3.09,High,GenZ
49,9.7,2.8,7.9,0.3,3.3,3.47,High,GenZ
50,9.4,3,8.5,2.2,0.9,3.18,High,GenZ
51,6.8,1.2,9,4.9,2.1,3.12,Moderate,GenZ
52,9,2.6,8.5,3.1,0.8,4,High,GenZ
53,9.5,1.4,6.9,0.6,5.6,3.33,High,GenZ
54,7.3,2.2,6.4,3.5,4.6,3.11,Moderate,GenZ
55,5.2,0.1,9.1,2.2,7.4,2.79,Low,GenZ
56,8.8,0.9,8.1,0.5,5.7,3.1,High,GenZ
57,5.3,2.1,7.7,3.8,5.1,2.39,Low,GenZ
58,9,1.1,7.2,0.5,6.2,3.39,High,GenZ
59,5.1,3.9,9.2,4,1.8,2.52,Low,GenZ
60,5.8,1,7.7,4.3,5.2,2.8,Low,GenZ
61,8.3,1.1,9.8,3.5,1.3,3.67,High,GenZ
62,7.1,1,6.8,4.5,4.6,3.27,Moderate,GenZ
63,5.1,0.5,5.2,0.2,13,2.85,High,GenZ
64,7.4,0.4,7.5,2.8,5.9,3.26,Moderate,GenZ
65,5.9,1.7,7,3.7,5.7,2.8,Low,GenZ
66,6.9,2.5,7.5,5.1,2,3.06,Moderate,GenZ
67,8.3,0.7,5.4,3.9,5.7,3.26,High,GenZ
68,9.7,2.3,6.9,3.3,1.8,3.38,High,GenZ
69,7.3,2.2,9.7,1.9,2.9,3.15,Moderate,GenZ
70,5.4,1.3,9.2,0.1,8,2.69,Low,GenZ
71,9.1,1.1,5.6,4.2,4,3.54,High,GenZ
72,8.7,3.2,6.4,1,4.7,3.37,High,GenZ
73,8.8,3.2,10,0.8,1.2,3.58,High,GenZ
74,6.7,3.7,9.3,1.8,2.5,2.89,Moderate,GenZ
75,8.8,3,5.5,5.4,1.3,3.58,High,GenZ
76,6.6,3.6,6.9,0.1,6.8,2.99,Moderate,GenZ
77,9.5,0.4,6.6,5.7,1.8,3.44,High,GenZ
78,8.2,1.8,6.5,2,5.5,3.35,High,GenZ
79,8.4,3,9,2.8,0.8,3.26,High,GenZ
80,5.3,2.2,7.2,5.3,4,2.62,Low,GenZ
81,6.8,0.5,5.7,4.6,6.4,2.86,High,GenZ
82,5.4,2.8,5.4,4.9,5.5,2.86,High,GenZ
83,8.5,0.3,5.4,5.9,3.9,2.99,High,GenZ
84,9.1,3.8,9.9,0.9,0.3,3.08,High,GenZ
85,6.9,0.3,8.9,3.4,4.5,3.21,Moderate,GenZ
86,5.6,2,5.1,2.8,8.5,2.81,High,GenZ
87,5.3,0.5,5.6,3.9,8.7,2.9,High,GenZ
88,9.8,1.5,6.4,5.2,1.1,3.78,High,GenZ
89,6.1,3.9,5.1,5.8,3.1,2.96,High,GenZ
90,5.4,2.2,9.8,3.1,3.5,2.81,Low,GenZ
91,8.1,2.8,7.3,3.6,2.2,3.39,High,GenZ
92,5.2,1.1,9.8,5.3,2.6,2.82,Low,GenZ
93,7.3,2.5,6.4,1.1,6.7,2.67,Moderate,GenZ
94,7.9,0.3,9.9,5.8,0.1,3.08,Moderate,GenZ
95,8.5,2.1,6.5,4.9,2,3.1,High,GenZ
96,9.6,3.3,9.7,1,0.4,3.54,High,GenZ
97,8.1,1.7,9.7,3.9,0.6,3.45,High,GenZ
98,9.9,0.6,8,2.1,3.4,3.39,High,GenZ
99,9.8,3.4,9.2,0.7,0.9,3.15,High,GenZ
100,5.3,3.5,9.1,6,0.1,2.68,Low,GenZ
101,10,2.2,8.8,2.8,0.2,3.41,High,GenZ
102,7.3,0.5,9.8,3.6,2.8,3.22,Moderate,GenZ
103,6.1,2.7,8.1,2.1,5,2.98,Moderate,GenZ
104,7.6,3.1,7.6,4.9,0.8,2.99,Moderate,GenZ
105,7.8,2.2,9.4,1.9,2.7,3.3,Moderate,GenZ
106,8.5,0.9,5.7,0.1,8.8,3.55,High,GenZ
107,6.8,2.4,7,2.6,5.2,2.97,Moderate,GenZ
108,7.6,3.1,7,3.7,2.6,3.28,Moderate,GenZ
109,9.3,3.8,5.7,4.8,0.4,3.05,High,GenZ
110,7.3,3.9,7.5,1.7,3.6,3.08,Moderate,GenZ
111,8.2,1,5.4,0.8,8.6,3.3,High,GenZ
112,5.9,1.4,9.5,2.8,4.4,2.7,Low,GenZ
113,8.3,0.7,6,0.2,8.8,3.14,High,GenZ
114,5.9,0.4,5.6,2.8,9.3,2.73,High,GenZ
115,6,1.5,7.5,4.1,4.9,2.76,Moderate,GenZ
116,9.4,3.7,5.3,1.6,4,3.45,High,GenZ
117,9,3,5.9,1.3,4.8,3.29,High,GenZ
118,8.1,1.5,7.3,4.5,2.6,2.75,High,GenZ
119,5.2,1,8.6,5.4,3.8,3.4,Low,GenZ
120,5.5,1.8,7.7,1.5,7.5,3.05,Low,GenZ
121,6.3,1.5,5.1,1.9,9.2,2.82,High,GenZ
122,5.6,3.6,8,4.1,2.7,2.62,Low,GenZ
123,8.9,2,5.4,3.2,4.5,3.64,High,GenZ
124,7.2,0.5,6.4,2.2,7.7,3.19,Moderate,GenZ
125,8.2,2.3,6.8,5.9,0.8,2.95,High,GenZ
126,5.5,0.6,6.2,1,10.7,2.94,Low,GenZ
127,5.9,1.1,5.9,5.4,5.7,2.89,High,GenZ
128,7.1,3.9,5.6,2.4,5,2.9,High,GenZ
129,9.8,3.5,9.1,0.4,1.2,3.57,High,GenZ
130,9.6,2.2,7.9,1.2,3.1,3.24,High,GenZ
131,8.8,0.7,6.6,2.6,5.3,2.99,High,GenZ
132,5.6,2.4,6.4,3.5,6.1,2.85,Low,GenZ
133,5.8,1.9,7.7,0.3,8.3,2.7,Low,GenZ
134,5.3,4,6.6,4.9,3.2,2.72,Low,GenZ
135,6.3,2.7,8.8,3.6,2.6,2.45,Moderate,GenZ
136,6.7,3.7,9.2,4.2,0.2,2.85,Moderate,GenZ
137,5.6,2.9,9.7,1.1,4.7,2.86,Low,GenZ
138,7.9,3.4,5.7,4.8,2.2,3.15,High,GenZ
139,6,0.7,5.8,4.9,6.6,2.96,High,GenZ
140,6.8,3.5,7,4.9,1.8,3.44,Moderate,GenZ
141,7.2,1.5,7.3,1.8,6.2,3.08,Moderate,GenZ
142,6.2,3.6,6.9,3.3,4,3.27,Moderate,GenZ
143,9.5,2.5,5.6,5.6,0.8,3.13,High,GenZ
144,5.7,3.2,8.1,3.2,3.8,3.08,Low,GenZ
145,9.5,3.2,5.8,1.7,3.8,3.59,High,GenZ
146,5.2,2.3,8.8,5.3,2.4,2.61,Low,GenZ
147,6.7,3.3,5.6,5.1,3.3,2.95,High,GenZ
148,9,0.6,6.1,4.3,4,3.15,High,GenZ
149,8.6,2.6,8.5,2.3,2,3.14,High,GenZ
150,5.9,3.6,7.9,2.4,4.2,2.64,Low,GenZ
151,7.3,3.8,5.8,3.5,3.6,3.58,High,GenZ
152,5.1,3.5,9.7,3.2,2.5,2.79,Low,GenZ
153,8.5,3.7,8.5,0.5,2.8,3.65,High,GenZ
154,7.1,2.9,9.7,4,0.3,3.33,Moderate,GenZ
155,7.3,0.5,9.9,5,1.3,3.11,Moderate,GenZ
156,8,1.6,5.3,2,7.1,3.42,High,GenZ
157,9,0,6.7,2.4,5.9,3.51,High,GenZ
158,6.7,1.4,8.7,2.7,4.5,3.02,Moderate,GenZ
159,6.1,1.8,5.7,1.1,9.3,2.38,High,GenZ
160,9.6,1.4,7.9,3.2,1.9,3.43,High,GenZ
161,5.1,2.7,5.9,5.8,4.5,2.71,High,GenZ
162,5.4,4,7.5,3.6,3.5,2.59,Low,GenZ
163,5.3,3,6,5.4,4.3,2.68,Low,GenZ
164,5.2,1.9,7.8,0.4,8.7,2.67,Low,GenZ
165,8.9,1.8,7.6,2.5,3.2,3.58,High,GenZ
166,5.8,0.7,9.3,5.7,2.5,2.46,Low,GenZ
167,6.9,1.1,8.2,2.5,5.3,3.22,Moderate,GenZ
168,5.1,0.9,6.2,4,7.8,3.02,Low,GenZ
169,5.1,0.4,9,1.1,8.4,2.52,Low,GenZ
170,5.5,1,8.6,5.1,3.8,2.97,Low,GenZ
171,9.2,1.6,8.3,1,3.9,3.5,High,GenZ
172,5.1,0.3,6,0.2,12.4,2.7,Low,GenZ
173,5.9,2.3,7.1,5.4,3.3,2.78,Low,GenZ
174,6.3,1.5,8,1.6,6.6,3.15,Moderate,GenZ
175,8.1,1.6,7.8,2.6,3.9,3.26,High,GenZ
176,8.8,0.6,9.3,2.6,2.7,3.3,High,GenZ
177,9.5,3.2,7.1,0.1,4.1,3.49,High,GenZ
178,8.2,1,5.7,5,4.1,2.89,High,GenZ
179,9.9,2.1,5.9,1.6,4.5,3.52,High,GenZ
180,6.4,2.2,8.3,5,2.1,2.76,Moderate,GenZ
181,6,0,5.7,5.4,6.9,2.95,High,GenZ
182,8,2.7,5.9,5.5,1.9,3.4,High,GenZ
183,7.1,1.5,7.6,0.3,7.5,3.17,Moderate,GenZ
184,5.4,2.4,6.2,2.3,7.7,2.66,Low,GenZ
185,6.4,1.4,8.6,1.8,5.8,2.77,Moderate,GenZ
186,8.3,3.7,8.7,0.7,2.6,3.77,High,GenZ
187,5.2,1,8,0.3,9.5,3.29,Low,GenZ
188,6.7,3.1,5.5,0.5,8.2,2.99,High,GenZ
189,8.6,2,8.4,2.2,2.8,3.43,High,GenZ
190,9,2.8,6.4,3.4,2.4,3.24,High,GenZ
191,6.8,0.4,9.6,0.8,6.4,3.01,Moderate,GenZ
192,5.9,2.2,9.4,4.4,2.1,3.01,Low,GenZ
193,9,2.6,8.5,3.3,0.6,3.34,High,GenZ
194,6.1,4,9.7,0.2,4,2.58,Moderate,GenZ
195,8.5,3.7,5.9,3.4,2.5,3.06,High,GenZ
196,9.6,3.9,9.7,0.4,0.4,3.65,High,GenZ
197,9.3,3.4,6.6,3.9,0.8,3.41,High,GenZ
198,6.2,0.5,5.4,4.2,7.7,2.84,High,GenZ
199,6.7,2.9,5.3,1.9,7.2,3.29,High,GenZ
200,6.6,2.5,9.4,3.4,2.1,3.03,Moderate,GenZ
201,6.2,0.1,9.4,0.1,8.2,2.95,Moderate,GenZ
202,9.7,3.2,10,0.4,0.7,3.67,High,GenZ
203,8.8,1.6,7.4,3.8,2.4,3.23,High,GenZ
204,7.1,3,6.2,0.7,7,3.36,Moderate,GenZ
205,6.8,1.1,6.5,1.4,8.2,3.01,Moderate,GenZ
206,6.9,2.7,6.1,5.7,2.6,3.08,Moderate,GenZ
207,8.9,0.4,7.1,5.3,2.3,3.33,High,GenZ
208,8.1,0.7,10,1.2,4,3.35,High,GenZ
209,9.7,2.6,8,1.9,1.8,3.33,High,GenZ
210,6.1,0.7,8.9,2.1,6.2,2.81,Moderate,GenZ
211,5.3,3.9,9.4,5,0.4,3.08,Low,GenZ
212,8.5,0.6,9.1,1.3,4.5,3.16,High,GenZ
213,6.1,2.1,8,3.5,4.3,2.79,Moderate,GenZ
214,9.4,3.8,9.3,1.2,0.3,3.33,High,GenZ
215,8.3,2.2,5.4,2.5,5.6,2.97,High,GenZ
216,8.6,2,5.4,1.3,6.7,3.14,High,GenZ
217,8.4,0.3,9.3,3,3,3.77,High,GenZ
218,9.1,1.4,8.4,2.9,2.2,3.26,High,GenZ
219,6.3,3.5,9,3.4,1.8,3.11,Moderate,GenZ
220,8.5,2.7,8.1,3.5,1.2,3.38,High,GenZ
221,5.8,3.5,9.4,0.2,5.1,2.84,Low,GenZ
222,6.7,3,5.8,4.9,3.6,3.03,High,GenZ
223,9.2,2,5,1.7,6.1,3.42,High,GenZ
224,8.2,1,8.2,3.2,3.4,3.24,High,GenZ
225,8.9,0.4,8.8,3.2,2.7,3.32,High,GenZ
226,8.2,3.7,5.5,5.6,1,3.29,High,GenZ
227,8.4,0.3,6.5,4.2,4.6,3.29,High,GenZ
228,6.7,2.5,5.2,5.2,4.4,2.86,High,GenZ
229,9.9,3.9,8.7,0.2,1.3,3.8,High,GenZ
230,8.4,1.8,6.4,6,1.4,3.25,High,GenZ
231,7.1,1.8,5.8,4.8,4.5,2.86,High,GenZ
232,5.4,2.7,8.3,1.6,6,2.95,Low,GenZ
233,9.8,0.6,7.2,5.7,0.7,3.84,High,GenZ
234,7,1.1,9.9,2.5,3.5,2.84,Moderate,GenZ
235,9.5,0.9,6.1,0.2,7.3,3.17,High,GenZ
236,9.3,1.9,9.8,0.6,2.4,3.68,High,GenZ
237,9.3,3.1,8.9,2.3,0.4,3.52,High,GenZ
238,5.7,0.1,9.6,3.7,4.9,3.12,Low,GenZ
239,9,1.9,5.6,0.8,6.7,3.21,High,GenZ
240,6,2,5.3,3.5,7.2,3.26,High,GenZ
241,6.3,3.2,6.6,2.7,5.2,2.85,Moderate,GenZ
242,8,1.2,8.5,5.2,1.1,2.72,Moderate,GenZ
243,8.9,0.2,7.4,0.6,6.9,3.33,High,GenZ
244,8.1,2.8,7.8,0.1,5.2,2.98,High,GenZ
245,6.6,2.1,5.4,2.1,7.8,2.79,High,GenZ
246,7.8,2.8,9,0.9,3.5,3.11,Moderate,GenZ
247,5.8,0.4,8.2,4.2,5.4,2.88,Low,GenZ
248,8.5,3.5,8.6,2.7,0.7,3.15,High,GenZ
249,6.7,3.3,5.4,5.4,3.2,3.27,High,GenZ
250,7.3,2.6,7.6,4.4,2.1,3.13,Moderate,GenZ
251,5.4,0.2,6.2,1,11.2,2.75,Low,GenZ
252,9.9,1.3,5.9,4.7,2.2,3.57,High,GenZ
253,8.3,2,7.8,4.2,1.7,3.25,High,GenZ
254,6,2.7,5.4,0.2,9.7,2.92,High,GenZ
255,6.3,1.9,9.3,4.4,2.1,2.85,Moderate,GenZ
256,6.7,1.5,9.9,0.2,5.7,3.32,Moderate,GenZ
257,9.3,2.3,7.2,3.8,1.4,3.61,High,GenZ
258,9.5,1.7,6.4,3.6,2.8,3.42,High,GenZ
259,9.6,0.8,8.1,3.5,2,3.31,High,GenZ
260,8.6,3.6,5.9,1.4,4.5,3.37,High,GenZ
261,9.9,0.7,9.3,2,2.1,3.59,High,GenZ
262,7.2,2.1,6.8,3.6,4.3,3.01,Moderate,GenZ
263,5.8,1.6,9.8,1.5,5.3,2.61,Low,GenZ
264,8.9,0.5,9.8,2.2,2.6,3.57,High,GenZ
265,6.2,0.3,5.8,3.1,8.6,3.13,High,GenZ
266,7.2,1,8.1,4.2,3.5,2.98,Moderate,GenZ
267,5.8,0.7,5.2,4.4,7.9,2.81,High,GenZ
268,9.2,3.2,7.9,3.2,0.5,3.8,High,GenZ
269,6,0.4,6.3,0.3,11,3.05,Moderate,GenZ
270,5.2,0.5,7.3,5.6,5.4,2.79,Low,GenZ
271,6.6,2,5.2,0.9,9.3,3.17,High,GenZ
272,7.3,2.1,7.4,4,3.2,3.16,Moderate,GenZ
273,5.7,0.1,6.5,4.2,7.5,2.98,Low,GenZ
274,9.8,0.4,8.4,2.4,3,3.26,High,GenZ
275,9.3,0.7,8.5,4.6,0.9,3.43,High,GenZ
276,7.5,2.5,9.3,2.7,2,3.2,Moderate,GenZ
277,5.2,3.7,8.4,4.1,2.6,2.91,Low,GenZ
278,7,2.6,5.5,3.9,5,2.82,High,GenZ
279,10,0.2,9.9,1.6,2.3,3.56,High,GenZ
280,7.8,3,9.4,1.5,2.3,3.25,Moderate,GenZ
281,6.6,2.7,9,4.3,1.4,2.93,Moderate,GenZ
282,9.1,0.5,7.7,0,6.7,3.64,High,GenZ
283,6.6,1.5,7,4.2,4.7,2.79,Moderate,GenZ
284,6.2,1.5,6.1,0.4,9.8,2.5,Moderate,GenZ
285,8,2.7,8.1,2.4,2.8,3.4,Moderate,GenZ
286,7.6,1.9,5.1,2,7.4,3.08,High,GenZ
287,6.9,1.6,7.9,3.2,4.4,3.31,Moderate,GenZ
288,9.1,2.9,9.8,0,2.2,3.48,High,GenZ
289,6,0,8.2,5.4,4.4,2.92,Moderate,GenZ
290,5.3,3.7,6.8,0.6,7.6,2.78,Low,GenZ
291,7.4,1,6.4,1.8,7.4,3.15,Moderate,GenZ
292,6.6,2.4,8.6,1.6,4.8,3.27,Moderate,GenZ
293,7.1,0.5,5.9,4.1,6.4,3.09,High,GenZ
294,8.5,0.4,7.8,1.5,5.8,3.01,High,GenZ
295,9.8,1.9,9,1.8,1.5,3.5,High,GenZ
296,9.8,2.4,9.1,2.4,0.3,3.38,High,GenZ
297,6.1,0.8,8.1,2.5,6.5,2.67,Moderate,GenZ
298,8.9,1.1,9.1,2.1,2.8,3.2,High,GenZ
299,8.3,0.4,8.1,2.7,4.5,3.01,High,GenZ
300,8.7,3.5,6.1,0.5,5.2,3.37,High,GenZ
301,5.1,2.6,8,3.3,5,2.65,Low,GenZ
302,8,2,9.9,0.6,3.5,2.93,Moderate,GenZ
303,8.5,1.6,7.1,4.3,2.5,3.39,High,GenZ
304,6.4,0.3,5.4,5.4,6.5,3.29,High,GenZ
305,6,1.3,6.1,2.1,8.5,2.91,Moderate,GenZ
306,5.3,3.2,6.2,3.2,6.1,2.64,Low,GenZ
307,9.4,2.6,7.7,1.4,2.9,3.66,High,GenZ
308,10,2.6,7.8,2.6,1,3.26,High,GenZ
309,7.3,0.2,7.8,5.7,3,3.2,Moderate,GenZ
310,6,2.1,5.5,2.7,7.7,2.72,High,GenZ
311,8.8,1.4,8.3,4.4,1.1,3.1,High,GenZ
312,10,3.7,7.7,2.2,0.4,3.44,High,GenZ
313,7.6,2.5,5.4,4.5,4,3.17,High,GenZ
314,8.9,2.8,5.2,1.8,5.3,3.3,High,GenZ
315,6.3,1.4,5.4,5.6,5.3,2.58,High,GenZ
316,7,1.8,8,3.1,4.1,3.15,Moderate,GenZ
317,9.6,2,10,2,0.4,3.46,High,GenZ
318,6.9,3.5,9.3,3.5,0.8,3.02,Moderate,GenZ
319,9,1.2,5.4,2.4,6,3.46,High,GenZ
320,6.7,3.9,8.2,4.3,0.9,2.83,Moderate,GenZ
321,5.7,3.4,9.6,2.6,2.7,3.13,Low,GenZ
322,5.9,2,7,0.9,8.2,3,Low,GenZ
323,6.8,0.3,5.1,0.8,11,3.03,High,GenZ
324,9.8,1.7,6.6,3,2.9,3.58,High,GenZ
325,7.2,0.4,8.2,1.3,6.9,3.39,Moderate,GenZ
326,5.8,0.2,8.9,2.8,6.3,3.11,Low,GenZ
327,5.3,4,5.3,4.2,5.2,2.67,High,GenZ
328,8.5,0.2,7.5,6,1.8,3.21,High,GenZ
329,9.1,2.5,6.5,3.7,2.2,2.85,High,GenZ
330,5.7,3.5,7.2,1.2,6.4,3.04,Low,GenZ
331,6.8,1.7,9.1,4.4,2,2.9,Moderate,GenZ
332,5.1,1,8.8,0.8,8.3,2.25,Low,GenZ
333,7.7,0.9,5.1,1.4,8.9,3.15,High,GenZ
334,5.5,2.2,7.3,5.1,3.9,2.94,Low,GenZ
335,5.5,2,5.8,1.9,8.8,2.79,High,GenZ
336,6.9,1.6,7.3,4.7,3.5,3.38,Moderate,GenZ
337,9.5,3.8,8.9,0.6,1.2,3.3,High,GenZ
338,6.3,3.4,5.2,5.4,3.7,3.31,High,GenZ
339,7.3,2.5,8.3,5.3,0.6,3.36,Moderate,GenZ
340,5.3,2.1,5.8,4.4,6.4,3.11,High,GenZ
341,7.6,2.7,5.2,0.5,8,3.07,High,GenZ
342,5.4,0,9.8,4.4,4.4,2.85,Low,GenZ
343,6.8,1.2,6.7,4.6,4.7,2.81,Moderate,GenZ
344,5.9,0.4,8.3,4.6,4.8,2.99,Low,GenZ
345,6.3,0.1,5.4,5.8,6.4,3.14,High,GenZ
346,8.1,1.5,6,0.7,7.7,3.06,High,GenZ
347,8.1,3.1,8.2,2.4,2.2,3.09,High,GenZ
348,9.9,2.4,7.9,2.8,1,3.67,High,GenZ
349,9.1,2.6,5.6,2,4.7,3.16,High,GenZ
350,7.2,2.5,9.7,1.1,3.5,2.69,Moderate,GenZ
351,5.6,0.8,9.4,3.9,4.3,3.01,Low,GenZ
352,9.3,3.4,9.6,0.4,1.3,3.28,High,GenZ
353,8.8,1.8,9.2,3.1,1.1,3.45,High,GenZ
354,5.9,2.2,9.9,5.6,0.4,3.12,Low,GenZ
355,5.2,0.7,5.7,4.4,8,2.67,High,GenZ
356,7.5,3.4,8.7,2.4,2,3.24,Moderate,GenZ
357,8,2,6.5,3.4,4.1,3.35,Moderate,GenZ
358,8.2,3,5.8,2.8,4.2,3.31,High,GenZ
359,5,1,8.6,6,3.4,2.71,Low,GenZ
360,9,0.8,7.8,4.4,2,3.18,High,GenZ
361,8.1,0.8,6.8,4.7,3.6,3.19,High,GenZ
362,8.8,0.1,8.7,1.2,5.2,3.32,High,GenZ
363,9.8,1.5,6.6,0.9,5.2,3.61,High,GenZ
364,10,1.5,7.2,3.8,1.5,3.43,High,GenZ
365,9.4,2.4,7,2.1,3.1,3.1,High,GenZ
366,9,0.4,7.9,2.9,3.8,3.6,High,GenZ
367,8.2,0.3,7.9,3.4,4.2,3.64,High,GenZ
368,8.4,3.2,6.3,5,1.1,3.5,High,GenZ
369,7.5,0.3,5.3,2,8.9,3.26,High,GenZ
370,8.9,2.1,7.2,0.9,4.9,3.53,High,GenZ
371,6.6,1.7,5.4,1.3,9,3.29,High,GenZ
372,10,3.7,8.2,0.9,1.2,3.63,High,GenZ
373,8.2,3.1,5.6,2.5,4.6,3.16,High,GenZ
374,7.9,2.4,5.9,2.2,5.6,3.4,High,GenZ
375,6.7,0.1,5.1,5,7.1,3.03,High,GenZ
376,6.5,3.8,6.3,2.6,4.8,2.62,Moderate,GenZ
377,9.4,3.4,5.9,4.3,1,3.18,High,GenZ
378,5.7,0.3,8.6,3,6.4,2.28,Low,GenZ
379,7.2,2.9,8.8,0.8,4.3,2.88,Moderate,GenZ
380,8.8,2.6,9.8,0.2,2.6,3.38,High,GenZ
381,5.3,1.1,6.3,1.5,9.8,2.75,Low,GenZ
382,6.4,3,7.2,4.7,2.7,3.03,Moderate,GenZ
383,5.3,2,5.2,0.4,11.1,2.31,High,GenZ
384,6.7,3.6,5.1,4,4.6,3.18,High,GenZ
385,9.8,2.2,9.7,0.1,2.2,3.16,High,GenZ
386,8.7,3.9,6.3,3.3,1.8,3.2,High,GenZ
387,6,2.3,7.3,5.8,2.6,2.58,Moderate,GenZ
388,5.6,0.6,6.1,1.5,10.2,3.07,Low,GenZ
389,9.3,2.2,7.6,0.6,4.3,3.48,High,GenZ
390,5.3,2.8,7.7,0.5,7.7,2.93,Low,GenZ
391,7.3,1.9,5.8,5.7,3.3,3.18,High,GenZ
392,7.3,1.6,8.3,3.3,3.5,3.28,Moderate,GenZ
393,5.3,2.1,9,2.8,4.8,2.67,Low,GenZ
394,5.8,1.3,8.8,3.1,5,2.71,Low,GenZ
395,6,3.5,9.4,4.4,0.7,2.84,Moderate,GenZ
396,9.9,3.1,5.1,0.4,5.5,3.17,High,GenZ
397,7.3,3.6,7.7,2.7,2.7,3.15,Moderate,GenZ
398,9.1,1.5,8.9,4.3,0.2,3.21,High,GenZ
399,6,2.1,6.4,4.8,4.7,3.27,Moderate,GenZ
400,9,1.6,9.6,2,1.8,3.57,High,GenZ
401,5.8,2.8,9,1.9,4.5,2.8,Low,GenZ
402,5.9,3.6,8.3,0.9,5.3,2.8,Low,GenZ
403,7.2,2.5,5.4,5.3,3.6,3.08,High,GenZ
404,9.8,1.7,9.9,1.7,0.9,3.75,High,GenZ
405,8.2,0.7,9.4,2.4,3.3,3.47,High,GenZ
406,8.6,3.6,5.4,4.4,2,3.81,High,GenZ
407,5.9,3.4,9.1,3,2.6,2.68,Low,GenZ
408,7.4,3.3,7.3,2.1,3.9,3.34,Moderate,GenZ
409,7.5,3.3,6.7,1,5.5,3.29,Moderate,GenZ
410,5.5,1,5.7,2.1,9.7,2.93,High,GenZ
411,7.3,3,8.3,3.4,2,3.29,Moderate,GenZ
412,7.4,3.9,8.2,0.6,3.9,3.02,Moderate,GenZ
413,8.4,1.3,8.4,0.4,5.5,3.32,High,GenZ
414,6.1,3.3,6.4,3.9,4.3,2.86,Moderate,GenZ
415,8.5,2.1,6.5,1.3,5.6,3.38,High,GenZ
416,9.4,3.1,8.9,1.7,0.9,3.45,High,GenZ
417,6.3,3.6,8.4,3.2,2.5,2.92,Moderate,GenZ
418,7.3,3.5,7.7,2.1,3.4,2.9,Moderate,GenZ
419,9.9,0.4,7.1,0.3,6.3,3.55,High,GenZ
